珠江酒店1,#genre#
电影_丧尸片,http://49.235.110.121:9090/898/peda/hy.php?id=21059578
电影_灾难片,http://49.235.110.121:9090/898/peda/hy.php?id=11602075
电影_谍战片,http://49.235.110.121:9090/898/peda/hy.php?id=21059587
电影_战争片,http://49.235.110.121:9090/898/peda/hy.php?id=21059574
电影_犯罪片,http://49.235.110.121:9090/898/peda/hy.php?id=11352974
电影_古装片,http://49.235.110.121:9090/898/peda/hy.php?id=11336590
电影_高分动作,http://49.235.110.121:9090/898/peda/hy.php?id=11352884
电影_动作电影,http://49.235.110.121:9090/898/peda/hy.php?id=11602077
电影_搞笑喜剧,http://49.235.110.121:9090/898/peda/hy.php?id=11342423
电影_喜剧专场,http://49.235.110.121:9090/898/peda/hy.php?id=11602044
电影_欢笑影院,http://49.235.110.121:9090/898/peda/hy.php?id=11352894
电影_不挤影院,http://49.235.110.121:9090/898/peda/hy.php?id=11352897
电影_国产悬疑,http://49.235.110.121:9090/898/peda/hy.php?id=11342395
电影_快意江湖,http://49.235.110.121:9090/898/peda/hy.php?id=11342435
电影_黑帮斗争,http://49.235.110.121:9090/898/peda/hy.php?id=11342419
电影_古墓系列,http://49.235.110.121:9090/898/peda/hy.php?id=11352913
电影_嫣然影厅,http://49.235.110.121:9090/898/peda/hy.php?id=11601977
电影_女神系列,http://49.235.110.121:9090/898/peda/hy.php?id=11336571
电影_经典女神,http://49.235.110.121:9090/898/peda/hy.php?id=11352909
电影_许氏三杰,http://49.235.110.121:9090/898/peda/hy.php?id=11602033
电影_经典港片,http://49.235.110.121:9090/898/peda/hy.php?id=11352965
电影_镖行天下,http://49.235.110.121:9090/898/peda/hy.php?id=11352969
电影_高能反转,http://49.235.110.121:9090/898/peda/hy.php?id=11352887
电影_喜乐影院,http://49.235.110.121:9090/898/peda/hy.php?id=21059580
电影_蘑菇影厅,http://49.235.110.121:9090/898/peda/hy.php?id=11601981
电影_搞笑恐怖,http://49.235.110.121:9090/898/peda/hy.php?id=11601960
电影_死神来了,http://49.235.110.121:9090/898/peda/hy.php?id=11352903
电影_变形金刚,http://49.235.110.121:9090/898/peda/hy.php?id=21059596
电影_怪兽系列,http://49.235.110.121:9090/898/peda/hy.php?id=21059554
搞笑_陈翔六点半,http://49.235.110.121:9090/898/peda/hy.php?id=11274154
解说_电影狂人,http://49.235.110.121:9090/898/peda/hy.php?id=18715610
解说_鹿哥电影,http://49.235.110.121:9090/898/peda/hy.php?id=24396360
解说_斌哥漫说,http://49.235.110.121:9090/898/peda/hy.php?id=18632116
解说_续哥说电影,http://49.235.110.121:9090/898/peda/hy.php?id=24396472
解说_小川侃电影,http://49.235.110.121:9090/898/peda/hy.php?id=15870999
解说_阿钙扒瞎,http://49.235.110.121:9090/898/peda/hy.php?id=15978172
解说_阿良说剧,http://49.235.110.121:9090/898/peda/hy.php?id=20488841
解说_鱼丸电影,http://49.235.110.121:9090/898/peda/hy.php?id=16615910
解说_阿斗说电影,http://49.235.110.121:9090/898/peda/hy.php?id=13303478
解说_扁豆看电影,http://49.235.110.121:9090/898/peda/hy.php?id=16028551
解说_乌贼说电影,http://49.235.110.121:9090/898/peda/hy.php?id=16604522
解说_大象放映室,http://49.235.110.121:9090/898/peda/hy.php?id=21277391
解说_科幻梦工场,http://49.235.110.121:9090/898/peda/hy.php?id=15152155
解说_亮哥讲电影,http://49.235.110.121:9090/898/peda/hy.php?id=16144175
解说_越哥说电影,http://49.235.110.121:9090/898/peda/hy.php?id=15894162
解说_小冉看电影,http://49.235.110.121:9090/898/peda/hy.php?id=17341907
解说_嫦娥撩电影,http://49.235.110.121:9090/898/peda/hy.php?id=18201106
解说_阿翔说电影,http://49.235.110.121:9090/898/peda/hy.php?id=16868935
解说_疯狂解说家,http://49.235.110.121:9090/898/peda/hy.php?id=18366196
解说_虎妞说电影,http://49.235.110.121:9090/898/peda/hy.php?id=20343144
解说_顾久撩电影,http://49.235.110.121:9090/898/peda/hy.php?id=16422212
解说_涵哥评电影,http://49.235.110.121:9090/898/peda/hy.php?id=16865726
解说_俗哥看电影,http://49.235.110.121:9090/898/peda/hy.php?id=15452736
解说_老皮讲电影,http://49.235.110.121:9090/898/peda/hy.php?id=16968572
解说_默爷侃电影,http://49.235.110.121:9090/898/peda/hy.php?id=17204307
解说_冷君说电影,http://49.235.110.121:9090/898/peda/hy.php?id=16739452
解说_老炮说电影,http://49.235.110.121:9090/898/peda/hy.php?id=15454716
解说_刘老师说电影,http://49.235.110.121:9090/898/peda/hy.php?id=20289754
解说_恐怖电影解说,http://49.235.110.121:9090/898/peda/hy.php?id=16741179
剧集_老三国,http://49.235.110.121:9090/898/peda/hy.php?id=11602081
剧集_新三国,http://49.235.110.121:9090/898/peda/hy.php?id=11352944
剧集_新水浒,http://49.235.110.121:9090/898/peda/hy.php?id=11342384
剧集_纪晓岚,http://49.235.110.121:9090/898/peda/hy.php?id=11342396
剧集_庆余年,http://49.235.110.121:9090/898/peda/hy.php?id=11352960
剧集_雍正王朝,http://49.235.110.121:9090/898/peda/hy.php?id=11342439
剧集_士兵突击,http://49.235.110.121:9090/898/peda/hy.php?id=11342430
剧集_爱情公寓,http://49.235.110.121:9090/898/peda/hy.php?id=11336726
剧集_家有儿女,http://49.235.110.121:9090/898/peda/hy.php?id=11352872
剧集_武林外传,http://49.235.110.121:9090/898/peda/hy.php?id=21059598
剧集_地下交通站,http://49.235.110.121:9090/898/peda/hy.php?id=11342433
剧集_邻里一家亲,http://49.235.110.121:9090/898/peda/hy.php?id=11342426
斗鱼,#genre#
周星驰,http://49.235.110.121:9090/898/peda/dyu.php?id=122402
刘德华,http://49.235.110.121:9090/898/peda/dyu.php?id=2516864
好先生,http://49.235.110.121:9090/898/peda/dyu.php?id=9650792
庆余年,http://49.235.110.121:9090/898/peda/dyu.php?id=5908256
欢乐综艺,http://49.235.110.121:9090/898/peda/dyu.php?id=131977
万合出品,http://49.235.110.121:9090/898/peda/dyu.php?id=9220456
吃米滴虫,http://49.235.110.121:9090/898/peda/dyu.php?id=315457
高分电影,http://49.235.110.121:9090/898/peda/dyu.php?id=7254536
豆瓣高分,http://49.235.110.121:9090/898/peda/dyu.php?id=8770422
漫威影院,http://49.235.110.121:9090/898/peda/dyu.php?id=6140589
特辑电影,http://49.235.110.121:9090/898/peda/dyu.php?id=3637778
粤语电影,http://49.235.110.121:9090/898/peda/dyu.php?id=1226741
国产电影,http://49.235.110.121:9090/898/peda/dyu.php?id=5423
精彩电影,http://49.235.110.121:9090/898/peda/dyu.php?id=9650887
喜剧电影,http://49.235.110.121:9090/898/peda/dyu.php?id=323876
动作电影,http://49.235.110.121:9090/898/peda/dyu.php?id=6763930
恐怖电影,http://49.235.110.121:9090/898/peda/dyu.php?id=218859
恐怖鬼怪,http://49.235.110.121:9090/898/peda/dyu.php?id=1165374
童年阴影,http://49.235.110.121:9090/898/peda/dyu.php?id=2935323
惊悚电影,http://49.235.110.121:9090/898/peda/dyu.php?id=96577
粤语电影,http://49.235.110.121:9090/898/peda/dyu.php?id=6566671
华语影视,http://49.235.110.121:9090/898/peda/dyu.php?id=3928
神乐影视,http://49.235.110.121:9090/898/peda/dyu.php?id=85894
周末影院,http://49.235.110.121:9090/898/peda/dyu.php?id=3637765
周末电影,http://49.235.110.121:9090/898/peda/dyu.php?id=3637726
兔子影厅,http://49.235.110.121:9090/898/peda/dyu.php?id=8985415
冰冰影厅,http://49.235.110.121:9090/898/peda/dyu.php?id=74374
刀刀影院,http://49.235.110.121:9090/898/peda/dyu.php?id=747764
奶虫影院,http://49.235.110.121:9090/898/peda/dyu.php?id=263824
贝爷壹厅,http://49.235.110.121:9090/898/peda/dyu.php?id=252802
贝爷贰厅,http://49.235.110.121:9090/898/peda/dyu.php?id=4332
贝爷叁厅,http://49.235.110.121:9090/898/peda/dyu.php?id=36337
凌儿影院,http://49.235.110.121:9090/898/peda/dyu.php?id=1377142
云宝影院,http://49.235.110.121:9090/898/peda/dyu.php?id=7305938
花卷影院,http://49.235.110.121:9090/898/peda/dyu.php?id=52787
菜园小饼,http://49.235.110.121:9090/898/peda/dyu.php?id=1735337
米娅影院,http://49.235.110.121:9090/898/peda/dyu.php?id=6537888
橙記港剧,http://49.235.110.121:9090/898/peda/dyu.php?id=4549169
大宝影视,http://49.235.110.121:9090/898/peda/dyu.php?id=805235
蚂蚱影视,http://49.235.110.121:9090/898/peda/dyu.php?id=6079455
怡寶影视,http://49.235.110.121:9090/898/peda/dyu.php?id=434971
圆子影视,http://49.235.110.121:9090/898/peda/dyu.php?id=6566658
贝贝影视,http://49.235.110.121:9090/898/peda/dyu.php?id=431460
可乐影视,http://49.235.110.121:9090/898/peda/dyu.php?id=20415
萌牛影视,http://49.235.110.121:9090/898/peda/dyu.php?id=7494871
兔兔影视,http://49.235.110.121:9090/898/peda/dyu.php?id=1504768
无双影视,http://49.235.110.121:9090/898/peda/dyu.php?id=4870914
下饭神剧,http://49.235.110.121:9090/898/peda/dyu.php?id=276200
古装神剧,http://49.235.110.121:9090/898/peda/dyu.php?id=338759
晚湾影视,http://49.235.110.121:9090/898/peda/dyu.php?id=9461178
酒染影视,http://49.235.110.121:9090/898/peda/dyu.php?id=7550220
芊珏影视,http://49.235.110.121:9090/898/peda/dyu.php?id=8814650
热门港剧,http://49.235.110.121:9090/898/peda/dyu.php?id=5522351
盗墓剧集,http://49.235.110.121:9090/898/peda/dyu.php?id=9292503
金庸武侠,http://49.235.110.121:9090/898/peda/dyu.php?id=7644931
国产剧集,http://49.235.110.121:9090/898/peda/dyu.php?id=8157860
国产剧场,http://49.235.110.121:9090/898/peda/dyu.php?id=308752
爱情公寓,http://49.235.110.121:9090/898/peda/dyu.php?id=2838296
经典剧集,http://49.235.110.121:9090/898/peda/dyu.php?id=6863367
李卫当官,http://49.235.110.121:9090/898/peda/dyu.php?id=7473576
龙门镖局,http://49.235.110.121:9090/898/peda/dyu.php?id=9650860
雍正王朝,http://49.235.110.121:9090/898/peda/dyu.php?id=4944033
雍正帝王,http://49.235.110.121:9090/898/peda/dyu.php?id=9650836
隋唐演义,http://49.235.110.121:9090/898/peda/dyu.php?id=7552568
大宋神探,http://49.235.110.121:9090/898/peda/dyu.php?id=7784862
音乐欣赏,http://49.235.110.121:9090/898/peda/dyu.php?id=3186217
舌尖美食,http://49.235.110.121:9090/898/peda/dyu.php?id=9650849
篮球人物,http://49.235.110.121:9090/898/peda/dyu.php?id=8434598
史君说剧,http://49.235.110.121:9090/898/peda/dyu.php?id=9419771
史剧解说,http://49.235.110.121:9090/898/peda/dyu.php?id=297689
老秦说剧,http://49.235.110.121:9090/898/peda/dyu.php?id=9650131
老蔡解说,http://49.235.110.121:9090/898/peda/dyu.php?id=8869614
长片短解,http://49.235.110.121:9090/898/peda/dyu.php?id=9410946
宇哥解说,http://49.235.110.121:9090/898/peda/dyu.php?id=8651489
夜魔人老王,http://49.235.110.121:9090/898/peda/dyu.php?id=610972
皮皮看动漫,http://49.235.110.121:9090/898/peda/dyu.php?id=9837291
开心锤动漫,http://49.235.110.121:9090/898/peda/dyu.php?id=9018297
拳叔二次元,http://49.235.110.121:9090/898/peda/dyu.php?id=9484105
老邪说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=9222870
洗碗君解说,http://49.235.110.121:9090/898/peda/dyu.php?id=9446706
百晓生说剧,http://49.235.110.121:9090/898/peda/dyu.php?id=9649681
百晓生解说,http://49.235.110.121:9090/898/peda/dyu.php?id=9653063
小司马说剧,http://49.235.110.121:9090/898/peda/dyu.php?id=4808115
小司马解说,http://49.235.110.121:9090/898/peda/dyu.php?id=9660127
星君说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=8014467
刘哔讲电影,http://49.235.110.121:9090/898/peda/dyu.php?id=2632223
老王说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=9687733
贤于说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=9461990
牛叔说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=2758565
侃片大师兄,http://49.235.110.121:9090/898/peda/dyu.php?id=9338839
虫哥说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=8915074
电影迷小雅,http://49.235.110.121:9090/898/peda/dyu.php?id=9639225
1900影剧室,http://49.235.110.121:9090/898/peda/dyu.php?id=7796193
刘老师说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=8317926
来呀官人解说,http://49.235.110.121:9090/898/peda/dyu.php?id=9986305
科幻Fans布玛,http://49.235.110.121:9090/898/peda/dyu.php?id=3508304
小片片说大片,http://49.235.110.121:9090/898/peda/dyu.php?id=4258555
大片片说小片,http://49.235.110.121:9090/898/peda/dyu.php?id=7489563
火龙果说电影,http://49.235.110.121:9090/898/peda/dyu.php?id=9559158


测试1,#genre#
HBO1,http://51.83.238.223:16045/
HBO2,http://51.83.238.223:16051/
TNTseris,http://51.83.238.223:16131/
DEUS,http://51.83.238.223:16141/
迪斯尼动画,http://51.83.238.223:16274/
CONBRTE拳击,http://51.83.238.223:16417/
足球⚽,http://51.83.238.223:16437/
ESPR体育,http://51.83.238.223:16515/
ESPR体育3,http://51.83.238.223:16555/
ESPR体育4,http://51.83.238.223:16575/
Recor news,http://51.83.238.223:16600/
PREmiere体育,http://51.83.238.223:16725/
TELE电影1,http://51.83.238.223:16763/
TELE电影2,http://51.83.238.223:16783/
AO VOVO,http://51.83.238.223:16800/
NEWS,http://51.83.238.223:16825/
STUDIO,http://51.83.238.223:16883/
AXN电影台,http://51.83.238.223:16941/
动物星球,http://51.83.238.223:16945/
Record记录,http://51.83.238.223:16957/
RTS动画,http://livetv.ktv.zone/1/play.m3u8
RTS2台,http://livetv.ktv.zone/2/play.m3u8
TF1,http://livetv.ktv.zone/3/play.m3u8
影视2台,http://livetv.ktv.zone/4/play.m3u8
影视3台,http://livetv.ktv.zone/5/play.m3u8
OK动画台,http://livetv.ktv.zone/7/play.m3u8
M6,http://livetv.ktv.zone/8/play.m3u8
ART,http://livetv.ktv.zone/9/play.m3u8
C8影剧,http://livetv.ktv.zone/10/play.m3u8
W9hits音乐,http://livetv.ktv.zone/11/play.m3u8
TMC影剧,http://livetv.ktv.zone/12/play.m3u8
TFX,http://livetv.ktv.zone/13/play.m3u8
NRJ12,http://livetv.ktv.zone/14/play.m3u8
LCP烹饪,http://livetv.ktv.zone/15/play.m3u8
CONSO,http://livetv.ktv.zone/16/play.m3u8
BFM,http://livetv.ktv.zone/17/play.m3u8
CNEWS新闻,http://livetv.ktv.zone/18/play.m3u8
CSTAR,http://livetv.ktv.zone/19/play.m3u8
GULLI,http://livetv.ktv.zone/20/play.m3u8
TF1影剧台,http://livetv.ktv.zone/22/play.m3u8
Dric足球,http://livetv.ktv.zone/23/play.m3u8
6TER影剧,http://livetv.ktv.zone/24/play.m3u8
RMCSTROR,http://livetv.ktv.zone/25/play.m3u8
RMC汽车,http://livetv.ktv.zone/26/play.m3u8
CHEN影剧25,http://livetv.ktv.zone/27/play.m3u8
LCI新闻,http://livetv.ktv.zone/28/play.m3u8
LES新闻,http://livetv.ktv.zone/29/play.m3u8
CGTN野生,http://livetv.ktv.zone/52/play.m3u8
VXUP影剧,http://livetv.ktv.zone/54/play.m3u8
RTL,http://livetv.ktv.zone/55/play.m3u8
PARIS新闻1,http://livetv.ktv.zone/56/play.m3u8
PARIS新闻2,http://livetv.ktv.zone/57/play.m3u8
BBC新闻台,http://livetv.ktv.zone/60/play.m3u8
TV5新闻HD,http://livetv.ktv.zone/61/play.m3u8
NEVE,http://livetv.ktv.zone/67/play.m3u8
KIKA电影HD,http://livetv.ktv.zone/68/play.m3u8
3SAT HD,http://livetv.ktv.zone/69/play.m3u8
EURO新闻,http://livetv.ktv.zone/73/play.m3u8
HKS卫视台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8



